time,symbol,side,qty,fill_price,status
2026-07-28T17:45:21.898551+00:00,FCX,sell,1195.0,61.93,filled
2026-07-28T17:10:40.429429+00:00,FCX,buy,1195.0,62.19,filled
2026-07-28T17:31:54.542266+00:00,GOOGL,sell,222.0,335.526351,filled
2026-07-28T16:30:06.611367+00:00,GOOGL,buy,222.0,333.534189,filled
