time,symbol,side,qty,fill_price,status
2026-07-09T19:55:33.691865+00:00,WFC,sell,858.0,86.731142,filled
2026-07-09T19:55:35.503230+00:00,TSLA,sell,184.0,405.60962,filled
2026-07-09T19:30:11.682376+00:00,TSLA,buy,184.0,405.741739,filled
2026-07-09T18:05:01.982487+00:00,WFC,buy,858.0,87.27,filled
