time,symbol,side,qty,fill_price,status
2026-07-14T19:50:40.965465+00:00,GIS,sell,2040.0,36.52,filled
2026-07-14T19:20:18.833821+00:00,DIS,sell,774.0,96.35,filled
2026-07-14T18:50:02.590416+00:00,GIS,buy,2040.0,36.62,filled
2026-07-14T18:15:04.826935+00:00,DIS,buy,774.0,96.51,filled
