time,symbol,side,qty,fill_price,status
2026-07-21T19:08:17.914359+00:00,MU,sell,76.0,967.35,filled
2026-07-21T18:46:46.304236+00:00,AMD,sell,137.0,546.42,filled
2026-07-21T18:00:03.381271+00:00,AMD,buy,137.0,542.48,filled
2026-07-21T17:15:02.452685+00:00,MU,buy,76.0,975.0,filled
